"candidate_id","axis","category","statement_id","statement_text","value","source","confidence","justification"
"לי הופמן אגיב","דעות","יחס למחנה השני ויכולת גישור","D-011","נכונות לשיח עם דתיים, מסורתיים, חרדים וימנים גם כאשר קיימת מחלוקת ערכית עמוקה","mixed","קבצי פרופיל פרויקט הדמוקרטים: דבר/הארץ על הצטרפות מובילי מחאה ובהם לי הופמן והדס רגולסקי; ללא גלישה חדשה","55","יש זיקה למחנה דמוקרטי רחב, אך בפרופיל הזמין אין די מידע על יחס מפורט לציבור הימין, דתיים או חרדים."
"לי הופמן אגיב","דעות","יחס למחנה השני ויכולת גישור","D-012","ראיית חלק מהמחנה השני כשותף עתידי אפשרי לשיקום המדינה לאחר עידן נתניהו","mixed","קבצי פרופיל פרויקט הדמוקרטים: דבר/הארץ על הצטרפות מובילי מחאה ובהם לי הופמן והדס רגולסקי; ללא גלישה חדשה","55","יש זיקה למחנה דמוקרטי רחב, אך בפרופיל הזמין אין די מידע על יחס מפורט לציבור הימין, דתיים או חרדים."
"לי הופמן אגיב","דעות","שסעים פנימיים בחברה היהודית","D-013","ראיית השסע העדתי והפריפריאלי כמרכיב מרכזי במשבר הפוליטי בישראל","unknown","קובץ ההיגדים המצורף בלבד; לא נמצא בקבצי הפרופיל בסיס עובדתי מספיק; ללא גלישה חדשה","0","לא נמצא בפרופיל הזמין בסיס מספק לעמדה מפורטת על שסעים עדתיים, פריפריאליים או דתיים."
"לי הופמן אגיב","דעות","שסעים פנימיים בחברה היהודית","D-014","נכונות לדבר עם מצביעים מזרחים, מסורתיים ופריפריאליים בשפה שאינה מתנשאת ואינה רק ליברלית־אשכנזית","unknown","קובץ ההיגדים המצורף בלבד; לא נמצא בקבצי הפרופיל בסיס עובדתי מספיק; ללא גלישה חדשה","0","לא נמצא בפרופיל הזמין בסיס מספק לעמדה מפורטת על שסעים עדתיים, פריפריאליים או דתיים."
"לי הופמן אגיב","דעות","שסעים פנימיים בחברה היהודית","D-015","ראיית השסע הדתי־חילוני כאיום מרכזי על הלכידות של החברה היהודית בישראל","unknown","קובץ ההיגדים המצורף בלבד; לא נמצא בקבצי הפרופיל בסיס עובדתי מספיק; ללא גלישה חדשה","0","לא נמצא בפרופיל הזמין בסיס מספק לעמדה מפורטת על שסעים עדתיים, פריפריאליים או דתיים."
"לי הופמן אגיב","דעות","שסעים פנימיים בחברה היהודית","D-016","תמיכה בבניית ברית חדשה בין ליברלים, מסורתיים, דתיים מתונים ופריפריה חברתית","mixed","קבצי פרופיל פרויקט הדמוקרטים: דבר/הארץ על הצטרפות מובילי מחאה ובהם לי הופמן והדס רגולסקי; ללא גלישה חדשה","55","השתלבות בדמוקרטים ובמחאה מאפשרת בסיס חלקי לרעיון של בניית מחנה רחב, אך לא נמצאה עמדה מפורשת על גישור חברתי עמוק."
"לי הופמן אגיב","דעות","שסעים פנימיים בחברה היהודית","D-017","ביקורת על מחנה המרכז־שמאל כאשר הוא נתפס כמנותק, אליטיסטי או חסר רגישות לפריפריה","unknown","קובץ ההיגדים המצורף בלבד; לא נמצא בקבצי הפרופיל בסיס עובדתי מספיק; ללא גלישה חדשה","0","לא נמצא בפרופיל הזמין בסיס מספק לעמדה מפורטת על שסעים עדתיים, פריפריאליים או דתיים."
"לי הופמן אגיב","דעות","שסעים פנימיים בחברה היהודית","D-018","העדפה לתיקון יחסי מרכז־פריפריה כחלק מבניית מחנה דמוקרטי רחב","mixed","קבצי פרופיל פרויקט הדמוקרטים: דבר/הארץ על הצטרפות מובילי מחאה ובהם לי הופמן והדס רגולסקי; ללא גלישה חדשה","55","השתלבות בדמוקרטים ובמחאה מאפשרת בסיס חלקי לרעיון של בניית מחנה רחב, אך לא נמצאה עמדה מפורשת על גישור חברתי עמוק."
"לי הופמן אגיב","דעות","מדינה יהודית ודמוקרטית, דת ומדינה","D-019","העדפה לזהות ישראלית שבה הרכיב הדמוקרטי קודם לרכיב הדתי־לאומי כאשר יש התנגשות ביניהם","supports","קבצי פרופיל פרויקט הדמוקרטים: דבר/הארץ על הצטרפות מובילי מחאה ובהם לי הופמן והדס רגולסקי; ללא גלישה חדשה","60","הזיקה למחנה הדמוקרטי־ליברלי תומכת חלקית בכיוון ליברלי של דמוקרטיה ודת־מדינה, אך אין בפרופיל עמדה מפורטת."
"לי הופמן אגיב","דעות","מדינה יהודית ודמוקרטית, דת ומדינה","D-020","העדפה לזהות ישראלית שבה היהדות היא מקור תרבותי וערכי, אך אינה צריכה לשלוט במוסדות המדינה","supports","קבצי פרופיל פרויקט הדמוקרטים: דבר/הארץ על הצטרפות מובילי מחאה ובהם לי הופמן והדס רגולסקי; ללא גלישה חדשה","60","הזיקה למחנה הדמוקרטי־ליברלי תומכת חלקית בכיוון ליברלי של דמוקרטיה ודת־מדינה, אך אין בפרופיל עמדה מפורטת."
"לי הופמן אגיב","דעות","מדינה יהודית ודמוקרטית, דת ומדינה","D-021","תמיכה בהפרדה ברורה יותר בין סמכות דתית לבין סמכות מדינתית","supports","קבצי פרופיל פרויקט הדמוקרטים: דבר/הארץ על הצטרפות מובילי מחאה ובהם לי הופמן והדס רגולסקי; ללא גלישה חדשה","60","הזיקה למחנה הדמוקרטי־ליברלי תומכת חלקית בכיוון ליברלי של דמוקרטיה ודת־מדינה, אך אין בפרופיל עמדה מפורטת."
"לי הופמן אגיב","דעות","מדינה יהודית ודמוקרטית, דת ומדינה","D-022","נכונות לשמר מרכיבים יהודיים־מסורתיים במרחב הציבורי כדי לאפשר שותפות עם ציבור מסורתי ודתי","mixed","קובץ ההיגדים המצורף בלבד; לא נמצא בקבצי הפרופיל בסיס עובדתי מספיק; ללא גלישה חדשה","50","אין בפרופיל בסיס ברור לקביעה על איזון מסורת במרחב הציבורי או על שוויון חובות אזרחיות."
"לי הופמן אגיב","דעות","מדינה יהודית ודמוקרטית, דת ומדינה","D-023","התנגדות לכפייה דתית בנושאי נישואין, שבת, חינוך, מעמד אישי או שירות ציבורי","supports","קבצי פרופיל פרויקט הדמוקרטים: דבר/הארץ על הצטרפות מובילי מחאה ובהם לי הופמן והדס רגולסקי; ללא גלישה חדשה","60","הזיקה למחנה הדמוקרטי־ליברלי תומכת חלקית בכיוון ליברלי של דמוקרטיה ודת־מדינה, אך אין בפרופיל עמדה מפורטת."
"לי הופמן אגיב","דעות","מדינה יהודית ודמוקרטית, דת ומדינה","D-024","תמיכה בשוויון חובות אזרחיות בין קבוצות, כולל שאלת גיוס חרדים או שירות אזרחי","mixed","קובץ ההיגדים המצורף בלבד; לא נמצא בקבצי הפרופיל בסיס עובדתי מספיק; ללא גלישה חדשה","50","אין בפרופיל בסיס ברור לקביעה על איזון מסורת במרחב הציבורי או על שוויון חובות אזרחיות."
"לי הופמן אגיב","דעות","הפרדה, גישור או שתי מדינות לעם היהודי","D-025","אמונה שהפער בין ישראל ליברלית לבין ישראל שמרנית־דתית עדיין ניתן לגישור פוליטי וחברתי","mixed","קבצי פרופיל פרויקט הדמוקרטים: דבר/הארץ על הצטרפות מובילי מחאה ובהם לי הופמן והדס רגולסקי; ללא גלישה חדשה","55","השתלבות בדמוקרטים ובמחאה מאפשרת בסיס חלקי לרעיון של בניית מחנה רחב, אך לא נמצאה עמדה מפורשת על גישור חברתי עמוק."
"לי הופמן אגיב","דעות","הפרדה, גישור או שתי מדינות לעם היהודי","D-026","ראיית הפער בין המחנות כעמוק עד כדי צורך בהסדרים של אוטונומיה, ביזור או הפרדה חלקית","unknown","קובץ ההיגדים המצורף בלבד; לא נמצא בקבצי הפרופיל בסיס עובדתי מספיק; ללא גלישה חדשה","0","לא נמצא בסיס עובדתי מספיק בפרופיל הזמין כדי לקבוע את ההיגד בלי ניחוש."
"לי הופמן אגיב","דעות","הפרדה, גישור או שתי מדינות לעם היהודי","D-027","תמיכה בביזור סמכויות לשלטון מקומי כדי לאפשר לקהילות שונות לחיות לפי אורחות חיים שונים","unknown","קובץ ההיגדים המצורף בלבד; לא נמצא בקבצי הפרופיל בסיס עובדתי מספיק; ללא גלישה חדשה","0","לא נמצא בסיס עובדתי מספיק בפרופיל הזמין כדי לקבוע את ההיגד בלי ניחוש."
"לי הופמן אגיב","דעות","הפרדה, גישור או שתי מדינות לעם היהודי","D-028","התנגדות לרעיון של שתי מדינות לעם היהודי והעדפה למאבק על מסגרת מדינתית אחת משותפת","unknown","קובץ ההיגדים המצורף בלבד; לא נמצא בקבצי הפרופיל בסיס עובדתי מספיק; ללא גלישה חדשה","0","לא נמצא בסיס עובדתי מספיק בפרופיל הזמין כדי לקבוע את ההיגד בלי ניחוש."
"לי הופמן אגיב","דעות","הפרדה, גישור או שתי מדינות לעם היהודי","D-029","פתיחות לרעיון של הסדרים פנימיים חדשים בין חילונים, דתיים, חרדים, מסורתיים וליברלים","mixed","קבצי פרופיל פרויקט הדמוקרטים: דבר/הארץ על הצטרפות מובילי מחאה ובהם לי הופמן והדס רגולסקי; ללא גלישה חדשה","55","השתלבות בדמוקרטים ובמחאה מאפשרת בסיס חלקי לרעיון של בניית מחנה רחב, אך לא נמצאה עמדה מפורשת על גישור חברתי עמוק."
"לי הופמן אגיב","דעות","הפרדה, גישור או שתי מדינות לעם היהודי","D-030","ראיית המשבר הישראלי לא רק כמאבק ימין־שמאל אלא כמאבק בין מודלים שונים של חיים משותפים","mixed","קבצי פרופיל פרויקט הדמוקרטים: דבר/הארץ על הצטרפות מובילי מחאה ובהם לי הופמן והדס רגולסקי; ללא גלישה חדשה","55","השתלבות בדמוקרטים ובמחאה מאפשרת בסיס חלקי לרעיון של בניית מחנה רחב, אך לא נמצאה עמדה מפורשת על גישור חברתי עמוק."
"לי הופמן אגיב","דעות","יהודים־ערבים, שוויון אזרחי וחיים משותפים","D-031","ראיית אזרחי ישראל הערבים כחלק מלא מהדיון על עתיד המדינה ולא כעניין נפרד או משני","mixed","קבצי פרופיל פרויקט הדמוקרטים: דבר/הארץ על הצטרפות מובילי מחאה ובהם לי הופמן והדס רגולסקי; ללא גלישה חדשה","54","השתייכות למחנה דמוקרטי מאפשרת בסיס חלקי לשוויון וחיים משותפים, אך לא נמצאה הצהרה ישירה בנושא יהודים־ערבים."
"לי הופמן אגיב","דעות","יהודים־ערבים, שוויון אזרחי וחיים משותפים","D-032","תמיכה בשוויון אזרחי גם כאשר הוא מחייב שינוי בחוקים, סמלים או חלוקת משאבים","unknown","קובץ ההיגדים המצורף בלבד; לא נמצא בקבצי הפרופיל בסיס עובדתי מספיק; ללא גלישה חדשה","0","לא נמצא בסיס מספק לקבוע תמיכה בשינוי חוקים, סמלים או שילוב ערבים במוקדי החלטה."
"לי הופמן אגיב","דעות","יהודים־ערבים, שוויון אזרחי וחיים משותפים","D-033","תמיכה בשותפות פוליטית יהודית־ערבית כחלק מבניית מחנה דמוקרטי רחב","mixed","קבצי פרופיל פרויקט הדמוקרטים: דבר/הארץ על הצטרפות מובילי מחאה ובהם לי הופמן והדס רגולסקי; ללא גלישה חדשה","54","השתייכות למחנה דמוקרטי מאפשרת בסיס חלקי לשוויון וחיים משותפים, אך לא נמצאה הצהרה ישירה בנושא יהודים־ערבים."
"לי הופמן אגיב","דעות","יהודים־ערבים, שוויון אזרחי וחיים משותפים","D-034","העדפה לשילוב אזרחים ערבים במוקדי קבלת החלטות, כולל בתחומים מדיניים וביטחוניים","unknown","קובץ ההיגדים המצורף בלבד; לא נמצא בקבצי הפרופיל בסיס עובדתי מספיק; ללא גלישה חדשה","0","לא נמצא בסיס מספק לקבוע תמיכה בשינוי חוקים, סמלים או שילוב ערבים במוקדי החלטה."
"לי הופמן אגיב","דעות","יהודים־ערבים, שוויון אזרחי וחיים משותפים","D-035","התנגדות לגזענות, הדרה או דה־לגיטימציה של הציבור הערבי בישראל","mixed","קבצי פרופיל פרויקט הדמוקרטים: דבר/הארץ על הצטרפות מובילי מחאה ובהם לי הופמן והדס רגולסקי; ללא גלישה חדשה","54","השתייכות למחנה דמוקרטי מאפשרת בסיס חלקי לשוויון וחיים משותפים, אך לא נמצאה הצהרה ישירה בנושא יהודים־ערבים."
"לי הופמן אגיב","דעות","יהודים־ערבים, שוויון אזרחי וחיים משותפים","D-036","הכרה בכך שחיים משותפים מחייבים גם התמודדות עם פחדים, טראומות וחוסר אמון בשני הצדדים","mixed","קבצי פרופיל פרויקט הדמוקרטים: דבר/הארץ על הצטרפות מובילי מחאה ובהם לי הופמן והדס רגולסקי; ללא גלישה חדשה","54","השתייכות למחנה דמוקרטי מאפשרת בסיס חלקי לשוויון וחיים משותפים, אך לא נמצאה הצהרה ישירה בנושא יהודים־ערבים."
"לי הופמן אגיב","דעות","ביטחון, פלסטינים והסדר מדיני","D-037","תמיכה בנתיב מדיני ארוך טווח מול הפלסטינים, גם לאחר שבעה באוקטובר","unknown","קובץ ההיגדים המצורף בלבד; לא נמצא בקבצי הפרופיל בסיס עובדתי מספיק; ללא גלישה חדשה","0","לא נמצא בפרופיל הזמין בסיס לעמדה מדינית־ביטחונית מפורטת מול הפלסטינים או האזור."
"לי הופמן אגיב","דעות","ביטחון, פלסטינים והסדר מדיני","D-038","העדפה להיפרדות מדינית וביטחונית מהפלסטינים כדי לשמור על ישראל יהודית ודמוקרטית","unknown","קובץ ההיגדים המצורף בלבד; לא נמצא בקבצי הפרופיל בסיס עובדתי מספיק; ללא גלישה חדשה","0","לא נמצא בפרופיל הזמין בסיס לעמדה מדינית־ביטחונית מפורטת מול הפלסטינים או האזור."
"לי הופמן אגיב","דעות","ביטחון, פלסטינים והסדר מדיני","D-039","תמיכה בפתרון שתי מדינות או במודל קרוב לו כיעד אסטרטגי","unknown","קובץ ההיגדים המצורף בלבד; לא נמצא בקבצי הפרופיל בסיס עובדתי מספיק; ללא גלישה חדשה","0","לא נמצא בפרופיל הזמין בסיס לעמדה מדינית־ביטחונית מפורטת מול הפלסטינים או האזור."
"לי הופמן אגיב","דעות","ביטחון, פלסטינים והסדר מדיני","D-040","פתיחות למודלים מדיניים מורכבים כגון קונפדרציה, גבולות פתוחים או הסדר אזורי","unknown","קובץ ההיגדים המצורף בלבד; לא נמצא בקבצי הפרופיל בסיס עובדתי מספיק; ללא גלישה חדשה","0","לא נמצא בפרופיל הזמין בסיס לעמדה מדינית־ביטחונית מפורטת מול הפלסטינים או האזור."
"לי הופמן אגיב","דעות","ביטחון, פלסטינים והסדר מדיני","D-041","התנגדות להמשך שליטה ישראלית קבועה על אוכלוסייה פלסטינית ללא זכויות אזר מלאות","unknown","קובץ ההיגדים המצורף בלבד; לא נמצא בקבצי הפרופיל בסיס עובדתי מספיק; ללא גלישה חדשה","0","לא נמצא בפרופיל הזמין בסיס לעמדה מדינית־ביטחונית מפורטת מול הפלסטינים או האזור."
"לי הופמן אגיב","דעות","ביטחון, פלסטינים והסדר מדיני","D-042","ראיית הסדר אזורי עם מדינות ערביות מתונות כחלק מרכזי מהעתיד הביטחוני של ישראל","unknown","קובץ ההיגדים המצורף בלבד; לא נמצא בקבצי הפרופיל בסיס עובדתי מספיק; ללא גלישה חדשה","0","לא נמצא בפרופיל הזמין בסיס לעמדה מדינית־ביטחונית מפורטת מול הפלסטינים או האזור."
"לי הופמן אגיב","דעות","שבעה באוקטובר, אחריות, חטופים וזיכרון לאומי","D-043","ראיית שבעה באוקטובר כאירוע שמחייב חשבון נפש מדינתי, מוסדי וחברתי עמוק","supports","קבצי פרופיל פרויקט הדמוקרטים: דבר/הארץ על הצטרפות מובילי מחאה ובהם לי הופמן והדס רגולסקי; ללא גלישה חדשה","62","הזיקה למחאה האזרחית ולביקורת על השלטון לאחר שבעה באוקטובר נותנת בסיס חלקי לחשבון נפש ואחריות, אך לא פירוט מדיניות."
"לי הופמן אגיב","דעות","שבעה באוקטובר, אחריות, חטופים וזיכרון לאומי","D-044","תמיכה בוועדת חקירה ממלכתית ובאחריות אישית של הדרג המדיני והביטחוני","supports","קבצי פרופיל פרויקט הדמוקרטים: דבר/הארץ על הצטרפות מובילי מחאה ובהם לי הופמן והדס רגולסקי; ללא גלישה חדשה","62","הזיקה למחאה האזרחית ולביקורת על השלטון לאחר שבעה באוקטובר נותנת בסיס חלקי לחשבון נפש ואחריות, אך לא פירוט מדיניות."
"לי הופמן אגיב","דעות","שבעה באוקטובר, אחריות, חטופים וזיכרון לאומי","D-045","ראיית החטופים והמשפחות כסמל מוסרי מרכזי של אחריות המדינה לאזרחיה","mixed","קבצי פרופיל פרויקט הדמוקרטים: דבר/הארץ על הצטרפות מובילי מחאה ובהם לי הופמן והדס רגולסקי; ללא גלישה חדשה","55","יש בסיס כללי לאחריות אזרחית, אך לא נמצא בפרופיל מיקוד ייחודי בחטופים או בשיקום העוטף."
"לי הופמן אגיב","דעות","שבעה באוקטובר, אחריות, חטופים וזיכרון לאומי","D-046","התנגדות לשימוש פוליטי ציני בכאב של משפחות, נפגעים או קהילות שנפגעו במלחמה","supports","קבצי פרופיל פרויקט הדמוקרטים: דבר/הארץ על הצטרפות מובילי מחאה ובהם לי הופמן והדס רגולסקי; ללא גלישה חדשה","62","הזיקה למחאה האזרחית ולביקורת על השלטון לאחר שבעה באוקטובר נותנת בסיס חלקי לחשבון נפש ואחריות, אך לא פירוט מדיניות."
"לי הופמן אגיב","דעות","שבעה באוקטובר, אחריות, חטופים וזיכרון לאומי","D-047","תמיכה בשיקום העוטף והקהילות שנפגעו כחלק מהחוזה הבסיסי בין המדינה לאזרחיה","mixed","קבצי פרופיל פרויקט הדמוקרטים: דבר/הארץ על הצטרפות מובילי מחאה ובהם לי הופמן והדס רגולסקי; ללא גלישה חדשה","55","יש בסיס כללי לאחריות אזרחית, אך לא נמצא בפרופיל מיקוד ייחודי בחטופים או בשיקום העוטף."
"לי הופמן אגיב","דעות","שבעה באוקטובר, אחריות, חטופים וזיכרון לאומי","D-048","ראיית הטראומה של שבעה באוקטובר כבסיס לבניית מדיניות חדשה, לא רק כהצדקה להמשך מלחמה","supports","קבצי פרופיל פרויקט הדמוקרטים: דבר/הארץ על הצטרפות מובילי מחאה ובהם לי הופמן והדס רגולסקי; ללא גלישה חדשה","62","הזיקה למחאה האזרחית ולביקורת על השלטון לאחר שבעה באוקטובר נותנת בסיס חלקי לחשבון נפש ואחריות, אך לא פירוט מדיניות."
"לי הופמן אגיב","דעות","חברה, כלכלה, רווחה ופריפריה","D-049","הצבת צמצום אי־שוויון חברתי־כלכלי כנושא מרכזי בזהות הפוליטית","unknown","קובץ ההיגדים המצורף בלבד; לא נמצא בקבצי הפרופיל בסיס עובדתי מספיק; ללא גלישה חדשה","0","לא נמצא בפרופיל הזמין בסיס מספק לעמדה חברתית־כלכלית מפורטת."
"לי הופמן אגיב","דעות","חברה, כלכלה, רווחה ופריפריה","D-050","תמיכה בהרחבת אחריות המדינה בתחומי דיור, חינוך, בריאות ורווחה","unknown","קובץ ההיגדים המצורף בלבד; לא נמצא בקבצי הפרופיל בסיס עובדתי מספיק; ללא גלישה חדשה","0","לא נמצא בפרופיל הזמין בסיס מספק לעמדה חברתית־כלכלית מפורטת."
"לי הופמן אגיב","דעות","חברה, כלכלה, רווחה ופריפריה","D-051","תמיכה בזכויות עובדים, עבודה מאורגנת והגנה על שכבות מוחלשות","unknown","קובץ ההיגדים המצורף בלבד; לא נמצא בקבצי הפרופיל בסיס עובדתי מספיק; ללא גלישה חדשה","0","לא נמצא בפרופיל הזמין בסיס מספק לעמדה חברתית־כלכלית מפורטת."
"לי הופמן אגיב","דעות","חברה, כלכלה, רווחה ופריפריה","D-052","ראיית הפריפריה הגיאוגרפית והחברתית כשותפה אסטרטגית ולא כקהל יעד משני","unknown","קובץ ההיגדים המצורף בלבד; לא נמצא בקבצי הפרופיל בסיס עובדתי מספיק; ללא גלישה חדשה","0","לא נמצא בפרופיל הזמין בסיס מספק לעמדה חברתית־כלכלית מפורטת."
"לי הופמן אגיב","דעות","חברה, כלכלה, רווחה ופריפריה","D-053","תמיכה בהשקעה ארוכת טווח בנגב, בגליל, בעוטף ובערים מוחלשות","unknown","קובץ ההיגדים המצורף בלבד; לא נמצא בקבצי הפרופיל בסיס עובדתי מספיק; ללא גלישה חדשה","0","לא נמצא בפרופיל הזמין בסיס מספק לעמדה חברתית־כלכלית מפורטת."
"לי הופמן אגיב","דעות","חברה, כלכלה, רווחה ופריפריה","D-054","חיבור בין צדק חברתי לבין בניית מחנה פוליטי חדש ורחב יותר","unknown","קובץ ההיגדים המצורף בלבד; לא נמצא בקבצי הפרופיל בסיס עובדתי מספיק; ללא גלישה חדשה","0","לא נמצא בפרופיל הזמין בסיס מספק לעמדה חברתית־כלכלית מפורטת."
"לי הופמן אגיב","דעות","סגנון פשרה, גבולות ויכולת הסכמה","D-055","נכונות לפשרות פוליטיות רחבות כדי לשקם את המדינה גם במחיר ויתור אידיאולוגי חלקי","mixed","קבצי פרופיל פרויקט הדמוקרטים: דבר/הארץ על הצטרפות מובילי מחאה ובהם לי הופמן והדס רגולסקי; ללא גלישה חדשה","55","יש בסיס חלקי לרצון בשיקום המדינה, אך לא נמצא פירוט על פשרות, קואליציות או גבולות ההסכמה."
"לי הופמן אגיב","דעות","סגנון פשרה, גבולות ויכולת הסכמה","D-056","הצבת קווים אדומים ברורים שמעליהם אין מקום לפשרה עם יריבים פוליטיים","supports","קבצי פרופיל פרויקט הדמוקרטים: דבר/הארץ על הצטרפות מובילי מחאה ובהם לי הופמן והדס רגולסקי; ללא גלישה חדשה","64","הזיהוי עם מחאה ציבורית נגד פגיעה בדמוקרטיה תומך בהעדפת מאבק וקווים אדומים כאשר הדמוקרטיה מאוימת."
"לי הופמן אגיב","דעות","סגנון פשרה, גבולות ויכולת הסכמה","D-057","העדפה להסכמות רחבות ולאיטיות על פני מהלכים חדים ומהירים","mixed","קבצי פרופיל פרויקט הדמוקרטים: דבר/הארץ על הצטרפות מובילי מחאה ובהם לי הופמן והדס רגולסקי; ללא גלישה חדשה","55","יש בסיס חלקי לרצון בשיקום המדינה, אך לא נמצא פירוט על פשרות, קואליציות או גבולות ההסכמה."
