candidate_id,axis,topic_code,topic,topic_score,known_count,total_count,coverage_pct
גאלב סלאמנה,yecholot,Y05,חיבור בין קהלים ועולמות,30.0,1.0,6.0,17
גאלב סלאמנה,yecholot,Y06,"חדשנות, למידה ושיתוף ציבור",28.8,5.0,6.0,83
גבי לסקי,deot,D01,"דמוקרטיה, שלטון החוק ואחריות ציבורית",65.1,16.0,16.0,100
גבי לסקי,deot,D02,המאבק על ההגמוניה,36.0,16.0,17.0,94
גבי לסקי,deot,D03,"חרדים, גיוס ושוויון חובות",73.0,7.0,7.0,100
גבי לסקי,deot,D04,שוויון ושותפות יהודית־ערבית,75.8,6.0,6.0,100
גבי לסקי,deot,D05,"ביטחון, פלסטינים ועתיד השטחים",76.3,7.0,7.0,100
גבי לסקי,deot,D06,"חברה, רווחה ופריפריה",74.0,7.0,7.0,100
גבי לסקי,tadmit,T01,זהות וייצוג,67.3,8.0,11.0,73
גבי לסקי,tadmit,T02,ממלכתיות ואחריות,65.0,4.0,4.0,100
גבי לסקי,tadmit,T03,יושרה ואמינות,89.0,6.0,6.0,100
גבי לסקי,tadmit,T04,תקשורתיות ונראות,82.4,5.0,5.0,100
גבי לסקי,tadmit,T05,אותנטיות וסיפור אישי,92.0,1.0,1.0,100
גבי לסקי,yecholot,Y01,"מומחיות מדינית, ביטחונית וממשלית",33.1,5.0,6.0,83
גבי לסקי,yecholot,Y02,"ארגון, ניהול וביצוע",33.7,1.0,6.0,17
גבי לסקי,yecholot,Y03,"חקיקה, פוליטיקה ומוסדות",32.4,2.0,6.0,33
גבי לסקי,yecholot,Y04,"תקשורת, הסברה והשפעה ציבורית",32.8,1.0,6.0,17
גבי לסקי,yecholot,Y05,חיבור בין קהלים ועולמות,30.6,1.0,6.0,17
גבי לסקי,yecholot,Y06,"חדשנות, למידה ושיתוף ציבור",33.9,4.0,6.0,67
גלעד קריב,deot,D01,"דמוקרטיה, שלטון החוק ואחריות ציבורית",86.6,16.0,16.0,100
גלעד קריב,deot,D02,המאבק על ההגמוניה,64.5,16.0,17.0,94
גלעד קריב,deot,D03,"חרדים, גיוס ושוויון חובות",93.0,7.0,7.0,100
גלעד קריב,deot,D04,שוויון ושותפות יהודית־ערבית,80.8,6.0,6.0,100
גלעד קריב,deot,D05,"ביטחון, פלסטינים ועתיד השטחים",88.0,7.0,7.0,100
גלעד קריב,deot,D06,"חברה, רווחה ופריפריה",72.7,7.0,7.0,100
גלעד קריב,tadmit,T01,זהות וייצוג,63.3,10.0,11.0,91
גלעד קריב,tadmit,T02,ממלכתיות ואחריות,90.8,4.0,4.0,100
גלעד קריב,tadmit,T03,יושרה ואמינות,93.7,6.0,6.0,100
גלעד קריב,tadmit,T04,תקשורתיות ונראות,93.4,5.0,5.0,100
גלעד קריב,tadmit,T05,אותנטיות וסיפור אישי,93.0,1.0,1.0,100
גלעד קריב,yecholot,Y01,"מומחיות מדינית, ביטחונית וממשלית",30.1,0.0,6.0,0
גלעד קריב,yecholot,Y02,"ארגון, ניהול וביצוע",33.7,1.0,6.0,17
גלעד קריב,yecholot,Y03,"חקיקה, פוליטיקה ומוסדות",32.1,1.0,6.0,17
גלעד קריב,yecholot,Y04,"תקשורת, הסברה והשפעה ציבורית",32.8,1.0,6.0,17
גלעד קריב,yecholot,Y05,חיבור בין קהלים ועולמות,31.3,2.0,6.0,33
גלעד קריב,yecholot,Y06,"חדשנות, למידה ושיתוף ציבור",32.3,2.0,6.0,33
דני אלגרט,deot,D01,"דמוקרטיה, שלטון החוק ואחריות ציבורית",69.6,14.0,16.0,88
דני אלגרט,deot,D02,המאבק על ההגמוניה,55.2,1.0,17.0,6
דני אלגרט,deot,D03,"חרדים, גיוס ושוויון חובות",63.8,0.0,7.0,0
דני אלגרט,deot,D04,שוויון ושותפות יהודית־ערבית,66.2,0.0,6.0,0
דני אלגרט,deot,D05,"ביטחון, פלסטינים ועתיד השטחים",65.8,1.0,7.0,14
דני אלגרט,deot,D06,"חברה, רווחה ופריפריה",67.6,1.0,7.0,14
דני אלגרט,tadmit,T01,זהות וייצוג,61.8,0.0,11.0,0
דני אלגרט,tadmit,T02,ממלכתיות ואחריות,68.8,4.0,4.0,100
דני אלגרט,tadmit,T03,יושרה ואמינות,72.5,6.0,6.0,100
דני אלגרט,tadmit,T04,תקשורתיות ונראות,71.2,5.0,5.0,100
דני אלגרט,tadmit,T05,אותנטיות וסיפור אישי,82.0,1.0,1.0,100
דני אלגרט,yecholot,Y01,"מומחיות מדינית, ביטחונית וממשלית",30.4,3.0,6.0,50
דני אלגרט,yecholot,Y02,"ארגון, ניהול וביצוע",32.9,0.0,6.0,0
דני אלגרט,yecholot,Y03,"חקיקה, פוליטיקה ומוסדות",29.8,2.0,6.0,33
דני אלגרט,yecholot,Y04,"תקשורת, הסברה והשפעה ציבורית",31.2,2.0,6.0,33
דני אלגרט,yecholot,Y05,חיבור בין קהלים ועולמות,29.4,3.0,6.0,50
דני אלגרט,yecholot,Y06,"חדשנות, למידה ושיתוף ציבור",29.6,3.0,6.0,50
דר אמיר ח'ניפס,deot,D01,"דמוקרטיה, שלטון החוק ואחריות ציבורית",47.0,9.0,16.0,56
דר אמיר ח'ניפס,deot,D02,המאבק על ההגמוניה,51.7,13.0,17.0,76
דר אמיר ח'ניפס,deot,D03,"חרדים, גיוס ושוויון חובות",64.4,5.0,7.0,71
דר אמיר ח'ניפס,deot,D04,שוויון ושותפות יהודית־ערבית,64.8,3.0,6.0,50
דר אמיר ח'ניפס,deot,D05,"ביטחון, פלסטינים ועתיד השטחים",56.3,3.0,7.0,43
דר אמיר ח'ניפס,deot,D06,"חברה, רווחה ופריפריה",48.7,5.0,7.0,71
דר אמיר ח'ניפס,tadmit,T01,זהות וייצוג,39.4,9.0,11.0,82
דר אמיר ח'ניפס,tadmit,T02,ממלכתיות ואחריות,65.4,3.0,4.0,75
דר אמיר ח'ניפס,tadmit,T03,יושרה ואמינות,42.9,5.0,6.0,83
דר אמיר ח'ניפס,tadmit,T04,תקשורתיות ונראות,25.5,4.0,5.0,80
דר אמיר ח'ניפס,tadmit,T05,אותנטיות וסיפור אישי,0.0,1.0,1.0,100
דר אמיר ח'ניפס,yecholot,Y01,"מומחיות מדינית, ביטחונית וממשלית",33.8,3.0,6.0,50
דר אמיר ח'ניפס,yecholot,Y02,"ארגון, ניהול וביצוע",34.8,3.0,6.0,50
דר אמיר ח'ניפס,yecholot,Y03,"חקיקה, פוליטיקה ומוסדות",32.0,2.0,6.0,33
דר אמיר ח'ניפס,yecholot,Y04,"תקשורת, הסברה והשפעה ציבורית",32.3,1.0,6.0,17
דר אמיר ח'ניפס,yecholot,Y05,חיבור בין קהלים ועולמות,30.2,0.0,6.0,0
דר אמיר ח'ניפס,yecholot,Y06,"חדשנות, למידה ושיתוף ציבור",31.3,0.0,6.0,0
הדס רגולסקי,deot,D01,"דמוקרטיה, שלטון החוק ואחריות ציבורית",79.1,16.0,16.0,100
הדס רגולסקי,deot,D02,המאבק על ההגמוניה,40.7,10.0,17.0,59
הדס רגולסקי,deot,D03,"חרדים, גיוס ושוויון חובות",79.0,7.0,7.0,100
הדס רגולסקי,deot,D04,שוויון ושותפות יהודית־ערבית,51.1,6.0,6.0,100
הדס רגולסקי,deot,D05,"ביטחון, פלסטינים ועתיד השטחים",64.0,1.0,7.0,14
הדס רגולסקי,deot,D06,"חברה, רווחה ופריפריה",60.7,7.0,7.0,100
הדס רגולסקי,tadmit,T01,זהות וייצוג,71.1,8.0,11.0,73
הדס רגולסקי,tadmit,T02,ממלכתיות ואחריות,86.0,4.0,4.0,100
הדס רגולסקי,tadmit,T03,יושרה ואמינות,86.0,6.0,6.0,100
הדס רגולסקי,tadmit,T04,תקשורתיות ונראות,82.8,5.0,5.0,100
הדס רגולסקי,tadmit,T05,אותנטיות וסיפור אישי,86.0,1.0,1.0,100
הדס רגולסקי,yecholot,Y01,"מומחיות מדינית, ביטחונית וממשלית",25.0,6.0,6.0,100
הדס רגולסקי,yecholot,Y02,"ארגון, ניהול וביצוע",32.9,0.0,6.0,0
הדס רגולסקי,yecholot,Y03,"חקיקה, פוליטיקה ומוסדות",32.2,5.0,6.0,83
הדס רגולסקי,yecholot,Y04,"תקשורת, הסברה והשפעה ציבורית",31.9,0.0,6.0,0
הדס רגולסקי,yecholot,Y05,חיבור בין קהלים ועולמות,28.9,4.0,6.0,67
הדס רגולסקי,yecholot,Y06,"חדשנות, למידה ושיתוף ציבור",31.3,0.0,6.0,0
יאיא פינק,deot,D01,"דמוקרטיה, שלטון החוק ואחריות ציבורית",76.4,15.0,16.0,94
יאיא פינק,deot,D02,המאבק על ההגמוניה,63.8,16.0,17.0,94
יאיא פינק,deot,D03,"חרדים, גיוס ושוויון חובות",94.9,7.0,7.0,100
יאיא פינק,deot,D04,שוויון ושותפות יהודית־ערבית,61.1,5.0,6.0,83
יאיא פינק,deot,D05,"ביטחון, פלסטינים ועתיד השטחים",42.2,4.0,7.0,57
יאיא פינק,deot,D06,"חברה, רווחה ופריפריה",76.1,7.0,7.0,100
יאיא פינק,tadmit,T01,זהות וייצוג,65.4,10.0,11.0,91
יאיא פינק,tadmit,T02,ממלכתיות ואחריות,88.0,4.0,4.0,100
יאיא פינק,tadmit,T03,יושרה ואמינות,91.5,6.0,6.0,100
יאיא פינק,tadmit,T04,תקשורתיות ונראות,95.2,5.0,5.0,100
יאיא פינק,tadmit,T05,אותנטיות וסיפור אישי,96.0,1.0,1.0,100
יאיא פינק,yecholot,Y01,"מומחיות מדינית, ביטחונית וממשלית",32.9,4.0,6.0,67
יאיא פינק,yecholot,Y02,"ארגון, ניהול וביצוע",32.9,0.0,6.0,0
יאיא פינק,yecholot,Y03,"חקיקה, פוליטיקה ומוסדות",32.0,1.0,6.0,17
יאיא פינק,yecholot,Y04,"תקשורת, הסברה והשפעה ציבורית",31.9,0.0,6.0,0
יאיא פינק,yecholot,Y05,חיבור בין קהלים ועולמות,31.9,1.0,6.0,17
יאיא פינק,yecholot,Y06,"חדשנות, למידה ושיתוף ציבור",31.3,0.0,6.0,0
יאיר רובינשטיין,deot,D01,"דמוקרטיה, שלטון החוק ואחריות ציבורית",60.1,15.0,16.0,94
יאיר רובינשטיין,deot,D02,המאבק על ההגמוניה,59.2,17.0,17.0,100
יאיר רובינשטיין,deot,D03,"חרדים, גיוס ושוויון חובות",90.8,7.0,7.0,100
יאיר רובינשטיין,deot,D04,שוויון ושותפות יהודית־ערבית,88.0,6.0,6.0,100
יאיר רובינשטיין,deot,D05,"ביטחון, פלסטינים ועתיד השטחים",54.7,7.0,7.0,100
יאיר רובינשטיין,deot,D06,"חברה, רווחה ופריפריה",63.0,4.0,7.0,57
יאיר רובינשטיין,tadmit,T01,זהות וייצוג,69.9,6.0,11.0,55
יאיר רובינשטיין,tadmit,T02,ממלכתיות ואחריות,72.0,4.0,4.0,100
יאיר רובינשטיין,tadmit,T03,יושרה ואמינות,64.6,6.0,6.0,100
יאיר רובינשטיין,tadmit,T04,תקשורתיות ונראות,49.4,5.0,5.0,100
יאיר רובינשטיין,tadmit,T05,אותנטיות וסיפור אישי,72.0,1.0,1.0,100
יאיר רובינשטיין,yecholot,Y01,"מומחיות מדינית, ביטחונית וממשלית",30.7,5.0,6.0,83
יאיר רובינשטיין,yecholot,Y02,"ארגון, ניהול וביצוע",32.5,1.0,6.0,17
יאיר רובינשטיין,yecholot,Y03,"חקיקה, פוליטיקה ומוסדות",31.3,3.0,6.0,50
יאיר רובינשטיין,yecholot,Y04,"תקשורת, הסברה והשפעה ציבורית",30.5,6.0,6.0,100
יאיר רובינשטיין,yecholot,Y05,חיבור בין קהלים ועולמות,29.9,1.0,6.0,17
יאיר רובינשטיין,yecholot,Y06,"חדשנות, למידה ושיתוף ציבור",33.0,6.0,6.0,100
לי הופמן אגיב,deot,D01,"דמוקרטיה, שלטון החוק ואחריות ציבורית",64.3,16.0,16.0,100
לי הופמן אגיב,deot,D02,המאבק על ההגמוניה,40.1,10.0,17.0,59
לי הופמן אגיב,deot,D03,"חרדים, גיוס ושוויון חובות",69.2,6.0,7.0,86
לי הופמן אגיב,deot,D04,שוויון ושותפות יהודית־ערבית,47.8,3.0,6.0,50
לי הופמן אגיב,deot,D05,"ביטחון, פלסטינים ועתיד השטחים",63.6,1.0,7.0,14
לי הופמן אגיב,deot,D06,"חברה, רווחה ופריפריה",54.8,7.0,7.0,100
לי הופמן אגיב,tadmit,T01,זהות וייצוג,66.0,6.0,11.0,55
לי הופמן אגיב,tadmit,T02,ממלכתיות ואחריות,72.0,4.0,4.0,100
לי הופמן אגיב,tadmit,T03,יושרה ואמינות,72.0,6.0,6.0,100
לי הופמן אגיב,tadmit,T04,תקשורתיות ונראות,70.4,5.0,5.0,100
לי הופמן אגיב,tadmit,T05,אותנטיות וסיפור אישי,72.0,1.0,1.0,100
לי הופמן אגיב,yecholot,Y01,"מומחיות מדינית, ביטחונית וממשלית",30.1,0.0,6.0,0
לי הופמן אגיב,yecholot,Y02,"ארגון, ניהול וביצוע",32.9,0.0,6.0,0
לי הופמן אגיב,yecholot,Y03,"חקיקה, פוליטיקה ומוסדות",28.1,6.0,6.0,100
לי הופמן אגיב,yecholot,Y04,"תקשורת, הסברה והשפעה ציבורית",31.9,0.0,6.0,0
לי הופמן אגיב,yecholot,Y05,חיבור בין קהלים ועולמות,27.6,4.0,6.0,67
לי הופמן אגיב,yecholot,Y06,"חדשנות, למידה ושיתוף ציבור",31.3,0.0,6.0,0
מאלק בדר,deot,D01,"דמוקרטיה, שלטון החוק ואחריות ציבורית",52.1,10.0,16.0,62
מאלק בדר,deot,D02,המאבק על ההגמוניה,59.7,16.0,17.0,94
מאלק בדר,deot,D03,"חרדים, גיוס ושוויון חובות",51.3,6.0,7.0,86
מאלק בדר,deot,D04,שוויון ושותפות יהודית־ערבית,79.1,6.0,6.0,100
מאלק בדר,deot,D05,"ביטחון, פלסטינים ועתיד השטחים",55.9,1.0,7.0,14
מאלק בדר,deot,D06,"חברה, רווחה ופריפריה",71.7,5.0,7.0,71
מאלק בדר,tadmit,T01,זהות וייצוג,69.9,9.0,11.0,82
מאלק בדר,tadmit,T02,ממלכתיות ואחריות,71.0,4.0,4.0,100
מאלק בדר,tadmit,T03,יושרה ואמינות,66.6,6.0,6.0,100
מאלק בדר,tadmit,T04,תקשורתיות ונראות,58.4,5.0,5.0,100
מאלק בדר,tadmit,T05,אותנטיות וסיפור אישי,70.0,1.0,1.0,100
