"candidate_id","axis","category","statement_id","statement_text","value","source","confidence","justification"
"איילת השחר סיידוף","דעות","יחס למחנה השני ויכולת גישור","D-011","נכונות לשיח עם דתיים, מסורתיים, חרדים וימנים גם כאשר קיימת מחלוקת ערכית עמוקה","supports","https://hagush.org.il/candidates.html; https://www.ynet.co.il/news/article/bkl4uet2bl; https://www.israelhayom.co.il/news/politics/article/14643397; https://he.wikipedia.org/wiki/%D7%90%D7%99%D7%9E%D7%94%D7%95%D7%AA_%D7%91%D7%97%D7%96%D7%99%D7%AA; https://e.democrats.org.il/Democrats_OpenHouses/260416","68","המקורות מתארים כניסה לשיח גם עם בני ישיבות ופעילות סביב סוגיית חרדים ושירות."
"איילת השחר סיידוף","דעות","יחס למחנה השני ויכולת גישור","D-012","ראיית חלק מהמחנה השני כשותף עתידי אפשרי לשיקום המדינה לאחר עידן נתניהו","mixed","https://hagush.org.il/candidates.html; https://www.ynet.co.il/news/article/bkl4uet2bl; https://www.israelhayom.co.il/news/politics/article/14643397; https://he.wikipedia.org/wiki/%D7%90%D7%99%D7%9E%D7%94%D7%95%D7%AA_%D7%91%D7%97%D7%96%D7%99%D7%AA; https://e.democrats.org.il/Democrats_OpenHouses/260416","50","יש פתח לשיח עם חלקים מהחברה החרדית, אך לא מקור מפורש לשותפות פוליטית עתידית."
"איילת השחר סיידוף","דעות","שסעים פנימיים בחברה היהודית","D-013","ראיית השסע העדתי והפריפריאלי כמרכיב מרכזי במשבר הפוליטי בישראל","unknown","לא נמצא מקור מספיק","0","לא נמצא מקור מספיק לעמדה על השסע העדתי והפריפריאלי כמרכיב מרכזי במשבר."
"איילת השחר סיידוף","דעות","שסעים פנימיים בחברה היהודית","D-014","נכונות לדבר עם מצביעים מזרחים, מסורתיים ופריפריאליים בשפה שאינה מתנשאת ואינה רק ליברלית־אשכנזית","unknown","לא נמצא מקור מספיק","0","לא נמצא בסיס מספיק לקבוע סגנון פנייה למזרחים, מסורתיים ופריפריה."
"איילת השחר סיידוף","דעות","שסעים פנימיים בחברה היהודית","D-015","ראיית השסע הדתי־חילוני כאיום מרכזי על הלכידות של החברה היהודית בישראל","supports","https://hagush.org.il/candidates.html; https://www.ynet.co.il/news/article/bkl4uet2bl; https://www.israelhayom.co.il/news/politics/article/14643397; https://he.wikipedia.org/wiki/%D7%90%D7%99%D7%9E%D7%94%D7%95%D7%AA_%D7%91%D7%97%D7%96%D7%99%D7%AA; https://e.democrats.org.il/Democrats_OpenHouses/260416","78","מאבק הגיוס והשוויון מציב את יחסי דת־מדינה והשסע חילונים־חרדים בלב פעילותה."
"איילת השחר סיידוף","דעות","שסעים פנימיים בחברה היהודית","D-016","תמיכה בבניית ברית חדשה בין ליברלים, מסורתיים, דתיים מתונים ופריפריה חברתית","mixed","https://hagush.org.il/candidates.html; https://www.ynet.co.il/news/article/bkl4uet2bl; https://www.israelhayom.co.il/news/politics/article/14643397; https://he.wikipedia.org/wiki/%D7%90%D7%99%D7%9E%D7%94%D7%95%D7%AA_%D7%91%D7%97%D7%96%D7%99%D7%AA; https://e.democrats.org.il/Democrats_OpenHouses/260416","52","יש עיסוק בשיח עם חרדים ובשוויון, אך לא נמצא מקור לברית רחבה עם דתיים מתונים ופריפריה."
"איילת השחר סיידוף","דעות","שסעים פנימיים בחברה היהודית","D-017","ביקורת על מחנה המרכז־שמאל כאשר הוא נתפס כמנותק, אליטיסטי או חסר רגישות לפריפריה","mixed","https://hagush.org.il/candidates.html; https://www.ynet.co.il/news/article/bkl4uet2bl; https://www.israelhayom.co.il/news/politics/article/14643397; https://he.wikipedia.org/wiki/%D7%90%D7%99%D7%9E%D7%94%D7%95%D7%AA_%D7%91%D7%97%D7%96%D7%99%D7%AA; https://e.democrats.org.il/Democrats_OpenHouses/260416","48","נמצאה ביקורת על מחנה המחאה בהקשר אפקטיביות, אך לא ביקורת סדורה על אליטיזם או פריפריה."
"איילת השחר סיידוף","דעות","שסעים פנימיים בחברה היהודית","D-018","העדפה לתיקון יחסי מרכז־פריפריה כחלק מבניית מחנה דמוקרטי רחב","unknown","לא נמצא מקור מספיק","0","לא נמצא מקור מספיק לתיקון יחסי מרכז־פריפריה כעמדה פוליטית."
"איילת השחר סיידוף","דעות","מדינה יהודית ודמוקרטית, דת ומדינה","D-019","העדפה לזהות ישראלית שבה הרכיב הדמוקרטי קודם לרכיב הדתי־לאומי כאשר יש התנגשות ביניהם","supports","https://hagush.org.il/candidates.html; https://www.ynet.co.il/news/article/bkl4uet2bl; https://www.israelhayom.co.il/news/politics/article/14643397; https://he.wikipedia.org/wiki/%D7%90%D7%99%D7%9E%D7%94%D7%95%D7%AA_%D7%91%D7%97%D7%96%D7%99%D7%AA; https://e.democrats.org.il/Democrats_OpenHouses/260416","74","המאבק מציב שוויון אזרחי וחוקתי מעל הסדרים דתיים־פוליטיים של פטור מגיוס."
"איילת השחר סיידוף","דעות","מדינה יהודית ודמוקרטית, דת ומדינה","D-020","העדפה לזהות ישראלית שבה היהדות היא מקור תרבותי וערכי, אך אינה צריכה לשלוט במוסדות המדינה","mixed","https://hagush.org.il/candidates.html; https://www.ynet.co.il/news/article/bkl4uet2bl; https://www.israelhayom.co.il/news/politics/article/14643397; https://he.wikipedia.org/wiki/%D7%90%D7%99%D7%9E%D7%94%D7%95%D7%AA_%D7%91%D7%97%D7%96%D7%99%D7%AA; https://e.democrats.org.il/Democrats_OpenHouses/260416","46","יש קו חילוני־דמוקרטי מובהק, אך אין מקור מפורש על היהדות כמקור תרבותי שאינו שולט במדינה."
"איילת השחר סיידוף","דעות","מדינה יהודית ודמוקרטית, דת ומדינה","D-021","תמיכה בהפרדה ברורה יותר בין סמכות דתית לבין סמכות מדינתית","supports","https://hagush.org.il/candidates.html; https://www.ynet.co.il/news/article/bkl4uet2bl; https://www.israelhayom.co.il/news/politics/article/14643397; https://he.wikipedia.org/wiki/%D7%90%D7%99%D7%9E%D7%94%D7%95%D7%AA_%D7%91%D7%97%D7%96%D7%99%D7%AA; https://e.democrats.org.il/Democrats_OpenHouses/260416","78","ההתנגדות לפטור חרדי והדיבור על שוויון חוקתי מעידים על העדפת סמכות מדינתית על פני סמכות דתית."
"איילת השחר סיידוף","דעות","מדינה יהודית ודמוקרטית, דת ומדינה","D-022","נכונות לשמר מרכיבים יהודיים־מסורתיים במרחב הציבורי כדי לאפשר שותפות עם ציבור מסורתי ודתי","unknown","לא נמצא מקור מספיק","0","לא נמצא מקור מספיק על שימור מרכיבים יהודיים־מסורתיים לשם שותפות."
"איילת השחר סיידוף","דעות","מדינה יהודית ודמוקרטית, דת ומדינה","D-023","התנגדות לכפייה דתית בנושאי נישואין, שבת, חינוך, מעמד אישי או שירות ציבורי","supports","https://hagush.org.il/candidates.html; https://www.ynet.co.il/news/article/bkl4uet2bl; https://www.israelhayom.co.il/news/politics/article/14643397; https://he.wikipedia.org/wiki/%D7%90%D7%99%D7%9E%D7%94%D7%95%D7%AA_%D7%91%D7%97%D7%96%D7%99%D7%AA; https://e.democrats.org.il/Democrats_OpenHouses/260416","70","המאבק בפטור מגיוס חרדים מצביע על התנגדות להסדרי כפייה/העדפה דתית לפחות בתחום השירות."
"איילת השחר סיידוף","דעות","מדינה יהודית ודמוקרטית, דת ומדינה","D-024","תמיכה בשוויון חובות אזרחיות בין קבוצות, כולל שאלת גיוס חרדים או שירות אזרחי","supports","https://hagush.org.il/candidates.html; https://www.ynet.co.il/news/article/bkl4uet2bl; https://www.israelhayom.co.il/news/politics/article/14643397; https://he.wikipedia.org/wiki/%D7%90%D7%99%D7%9E%D7%94%D7%95%D7%AA_%D7%91%D7%97%D7%96%D7%99%D7%AA; https://e.democrats.org.il/Democrats_OpenHouses/260416","95","זהו לב פעילותה: שוויון חובות אזרחיות וגיוס חרדים או שירות לכולם."
"איילת השחר סיידוף","דעות","הפרדה, גישור או שתי מדינות לעם היהודי","D-025","אמונה שהפער בין ישראל ליברלית לבין ישראל שמרנית־דתית עדיין ניתן לגישור פוליטי וחברתי","mixed","https://hagush.org.il/candidates.html; https://www.ynet.co.il/news/article/bkl4uet2bl; https://www.israelhayom.co.il/news/politics/article/14643397; https://he.wikipedia.org/wiki/%D7%90%D7%99%D7%9E%D7%94%D7%95%D7%AA_%D7%91%D7%97%D7%96%D7%99%D7%AA; https://e.democrats.org.il/Democrats_OpenHouses/260416","50","יש אמונה מסוימת בשיח עם חרדים, אך לא נמצא בסיס רחב על גישור בין ישראל ליברלית ושמרנית."
"איילת השחר סיידוף","דעות","הפרדה, גישור או שתי מדינות לעם היהודי","D-026","ראיית הפער בין המחנות כעמוק עד כדי צורך בהסדרים של אוטונומיה, ביזור או הפרדה חלקית","unknown","לא נמצא מקור מספיק","0","לא נמצא מקור לתמיכה בהפרדה פנימית או אוטונומיה בין מחנות."
"איילת השחר סיידוף","דעות","הפרדה, גישור או שתי מדינות לעם היהודי","D-027","תמיכה בביזור סמכויות לשלטון מקומי כדי לאפשר לקהילות שונות לחיות לפי אורחות חיים שונים","unknown","לא נמצא מקור מספיק","0","לא נמצא מקור לתמיכה בביזור סמכויות לשלטון מקומי."
"איילת השחר סיידוף","דעות","הפרדה, גישור או שתי מדינות לעם היהודי","D-028","התנגדות לרעיון של שתי מדינות לעם היהודי והעדפה למאבק על מסגרת מדינתית אחת משותפת","unknown","לא נמצא מקור מספיק","0","לא נמצא מקור מספיק לעמדה על רעיון שתי מדינות לעם היהודי."
"איילת השחר סיידוף","דעות","הפרדה, גישור או שתי מדינות לעם היהודי","D-029","פתיחות לרעיון של הסדרים פנימיים חדשים בין חילונים, דתיים, חרדים, מסורתיים וליברלים","mixed","https://hagush.org.il/candidates.html; https://www.ynet.co.il/news/article/bkl4uet2bl; https://www.israelhayom.co.il/news/politics/article/14643397; https://he.wikipedia.org/wiki/%D7%90%D7%99%D7%9E%D7%94%D7%95%D7%AA_%D7%91%D7%97%D7%96%D7%99%D7%AA; https://e.democrats.org.il/Democrats_OpenHouses/260416","50","העיסוק בחילונים־חרדים ושוויון מצביע על פתיחות חלקית להסדרים חדשים, לא על מודל מלא."
"איילת השחר סיידוף","דעות","הפרדה, גישור או שתי מדינות לעם היהודי","D-030","ראיית המשבר הישראלי לא רק כמאבק ימין־שמאל אלא כמאבק בין מודלים שונים של חיים משותפים","supports","https://hagush.org.il/candidates.html; https://www.ynet.co.il/news/article/bkl4uet2bl; https://www.israelhayom.co.il/news/politics/article/14643397; https://he.wikipedia.org/wiki/%D7%90%D7%99%D7%9E%D7%94%D7%95%D7%AA_%D7%91%D7%97%D7%96%D7%99%D7%AA; https://e.democrats.org.il/Democrats_OpenHouses/260416","58","פעילותה ממסגרת את המשבר גם כמאבק על מודל אזרחי־שוויוני מול הסדרים דתיים־פוליטיים."
"איילת השחר סיידוף","דעות","יהודים־ערבים, שוויון אזרחי וחיים משותפים","D-031","ראיית אזרחי ישראל הערבים כחלק מלא מהדיון על עתיד המדינה ולא כעניין נפרד או משני","mixed","https://hagush.org.il/candidates.html; https://www.ynet.co.il/news/article/bkl4uet2bl; https://www.israelhayom.co.il/news/politics/article/14643397; https://he.wikipedia.org/wiki/%D7%90%D7%99%D7%9E%D7%94%D7%95%D7%AA_%D7%91%D7%97%D7%96%D7%99%D7%AA; https://e.democrats.org.il/Democrats_OpenHouses/260416","52","השתתפה בשיח על אזרחות שווה, אך עיקר פעילותה אינו סביב אזרחי ישראל הערבים."
"איילת השחר סיידוף","דעות","יהודים־ערבים, שוויון אזרחי וחיים משותפים","D-032","תמיכה בשוויון אזרחי גם כאשר הוא מחייב שינוי בחוקים, סמלים או חלוקת משאבים","supports","https://hagush.org.il/candidates.html; https://www.ynet.co.il/news/article/bkl4uet2bl; https://www.israelhayom.co.il/news/politics/article/14643397; https://he.wikipedia.org/wiki/%D7%90%D7%99%D7%9E%D7%94%D7%95%D7%AA_%D7%91%D7%97%D7%96%D7%99%D7%AA; https://e.democrats.org.il/Democrats_OpenHouses/260416","70","הדגש על שוויון חוקתי ואזרחי תומך בקו של שוויון אזרחי, גם אם לא פורט בהקשר ערבים."
"איילת השחר סיידוף","דעות","יהודים־ערבים, שוויון אזרחי וחיים משותפים","D-033","תמיכה בשותפות פוליטית יהודית־ערבית כחלק מבניית מחנה דמוקרטי רחב","mixed","https://hagush.org.il/candidates.html; https://www.ynet.co.il/news/article/bkl4uet2bl; https://www.israelhayom.co.il/news/politics/article/14643397; https://he.wikipedia.org/wiki/%D7%90%D7%99%D7%9E%D7%94%D7%95%D7%AA_%D7%91%D7%97%D7%96%D7%99%D7%AA; https://e.democrats.org.il/Democrats_OpenHouses/260416","50","יש נגיעה לשיח אזרחות שווה עם דוברים דרוזים, אך לא מקור למדיניות שותפות פוליטית יהודית־ערבית."
"איילת השחר סיידוף","דעות","יהודים־ערבים, שוויון אזרחי וחיים משותפים","D-034","העדפה לשילוב אזרחים ערבים במוקדי קבלת החלטות, כולל בתחומים מדיניים וביטחוניים","unknown","לא נמצא מקור מספיק","0","לא נמצא מקור על שילוב אזרחים ערבים במוקדי קבלת החלטות מדיניים וביטחוניים."
"איילת השחר סיידוף","דעות","יהודים־ערבים, שוויון אזרחי וחיים משותפים","D-035","התנגדות לגזענות, הדרה או דה־לגיטימציה של הציבור הערבי בישראל","supports","https://hagush.org.il/candidates.html; https://www.ynet.co.il/news/article/bkl4uet2bl; https://www.israelhayom.co.il/news/politics/article/14643397; https://he.wikipedia.org/wiki/%D7%90%D7%99%D7%9E%D7%94%D7%95%D7%AA_%D7%91%D7%97%D7%96%D7%99%D7%AA; https://e.democrats.org.il/Democrats_OpenHouses/260416","62","קו השוויון האזרחי תומך בהתנגדות להדרה, אך אין מקור ייעודי על גזענות כלפי ערבים."
"איילת השחר סיידוף","דעות","יהודים־ערבים, שוויון אזרחי וחיים משותפים","D-036","הכרה בכך שחיים משותפים מחייבים גם התמודדות עם פחדים, טראומות וחוסר אמון בשני הצדדים","unknown","לא נמצא מקור מספיק","0","לא נמצא בסיס מספיק לעמדה על פחדים וטראומות בשני הצדדים היהודי־ערבי."
"איילת השחר סיידוף","דעות","ביטחון, פלסטינים והסדר מדיני","D-037","תמיכה בנתיב מדיני ארוך טווח מול הפלסטינים, גם לאחר שבעה באוקטובר","unknown","לא נמצא מקור מספיק","0","לא נמצא מקור מספיק לעמדה מדינית מול הפלסטינים לאחר שבעה באוקטובר."
"איילת השחר סיידוף","דעות","ביטחון, פלסטינים והסדר מדיני","D-038","העדפה להיפרדות מדינית וביטחונית מהפלסטינים כדי לשמור על ישראל יהודית ודמוקרטית","unknown","לא נמצא מקור מספיק","0","לא נמצא מקור מספיק על היפרדות מדינית־ביטחונית מהפלסטינים."
"איילת השחר סיידוף","דעות","ביטחון, פלסטינים והסדר מדיני","D-039","תמיכה בפתרון שתי מדינות או במודל קרוב לו כיעד אסטרטגי","unknown","לא נמצא מקור מספיק","0","לא נמצא מקור מספיק לתמיכה בפתרון שתי מדינות."
"איילת השחר סיידוף","דעות","ביטחון, פלסטינים והסדר מדיני","D-040","פתיחות למודלים מדיניים מורכבים כגון קונפדרציה, גבולות פתוחים או הסדר אזורי","unknown","לא נמצא מקור מספיק","0","לא נמצא מקור מספיק למודלים מדיניים מורכבים."
"איילת השחר סיידוף","דעות","ביטחון, פלסטינים והסדר מדיני","D-041","התנגדות להמשך שליטה ישראלית קבועה על אוכלוסייה פלסטינית ללא זכויות אזר מלאות","unknown","לא נמצא מקור מספיק","0","לא נמצא מקור מספיק על שליטה ישראלית קבועה באוכלוסייה פלסטינית."
"איילת השחר סיידוף","דעות","ביטחון, פלסטינים והסדר מדיני","D-042","ראיית הסדר אזורי עם מדינות ערביות מתונות כחלק מרכזי מהעתיד הביטחוני של ישראל","unknown","לא נמצא מקור מספיק","0","לא נמצא מקור מספיק על הסדר אזורי עם מדינות ערביות."
"איילת השחר סיידוף","דעות","שבעה באוקטובר, אחריות, חטופים וזיכרון לאומי","D-043","ראיית שבעה באוקטובר כאירוע שמחייב חשבון נפש מדינתי, מוסדי וחברתי עמוק","mixed","https://hagush.org.il/candidates.html; https://www.ynet.co.il/news/article/bkl4uet2bl; https://www.israelhayom.co.il/news/politics/article/14643397; https://he.wikipedia.org/wiki/%D7%90%D7%99%D7%9E%D7%94%D7%95%D7%AA_%D7%91%D7%97%D7%96%D7%99%D7%AA; https://e.democrats.org.il/Democrats_OpenHouses/260416","55","פעילותה מתבססת על שחיקת המשרתים לאחר המלחמה, אך לא נמצא ניסוח מלא של חשבון נפש מדינתי־חברתי."
"איילת השחר סיידוף","דעות","שבעה באוקטובר, אחריות, חטופים וזיכרון לאומי","D-044","תמיכה בוועדת חקירה ממלכתית ובאחריות אישית של הדרג המדיני והביטחוני","mixed","https://hagush.org.il/candidates.html; https://www.ynet.co.il/news/article/bkl4uet2bl; https://www.israelhayom.co.il/news/politics/article/14643397; https://he.wikipedia.org/wiki/%D7%90%D7%99%D7%9E%D7%94%D7%95%D7%AA_%D7%91%D7%97%D7%96%D7%99%D7%AA; https://e.democrats.org.il/Democrats_OpenHouses/260416","58","העתירות והביקורת על הממשלה מצביעות על דרישת אחריות, אך לא נמצא מקור מפורש לוועדת חקירה ממלכתית."
"איילת השחר סיידוף","דעות","שבעה באוקטובר, אחריות, חטופים וזיכרון לאומי","D-045","ראיית החטופים והמשפחות כסמל מוסרי מרכזי של אחריות המדינה לאזרחיה","unknown","לא נמצא מקור מספיק","0","לא נמצא מקור מספיק על החטופים ומשפחותיהם כסמל מוסרי מרכזי."
"איילת השחר סיידוף","דעות","שבעה באוקטובר, אחריות, חטופים וזיכרון לאומי","D-046","התנגדות לשימוש פוליטי ציני בכאב של משפחות, נפגעים או קהילות שנפגעו במלחמה","unknown","לא נמצא מקור מספיק","0","לא נמצא מקור מספיק על שימוש פוליטי בכאב משפחות ונפגעים."
"איילת השחר סיידוף","דעות","שבעה באוקטובר, אחריות, חטופים וזיכרון לאומי","D-047","תמיכה בשיקום העוטף והקהילות שנפגעו כחלק מהחוזה הבסיסי בין המדינה לאזרחיה","mixed","https://hagush.org.il/candidates.html; https://www.ynet.co.il/news/article/bkl4uet2bl; https://www.israelhayom.co.il/news/politics/article/14643397; https://he.wikipedia.org/wiki/%D7%90%D7%99%D7%9E%D7%94%D7%95%D7%AA_%D7%91%D7%97%D7%96%D7%99%D7%AA; https://e.democrats.org.il/Democrats_OpenHouses/260416","48","קיים עיסוק באחריות המדינה למשרתים, אך לא נמצא מקור ישיר על שיקום העוטף."
"איילת השחר סיידוף","דעות","שבעה באוקטובר, אחריות, חטופים וזיכרון לאומי","D-048","ראיית הטראומה של שבעה באוקטובר כבסיס לבניית מדיניות חדשה, לא רק כהצדקה להמשך מלחמה","mixed","https://hagush.org.il/candidates.html; https://www.ynet.co.il/news/article/bkl4uet2bl; https://www.israelhayom.co.il/news/politics/article/14643397; https://he.wikipedia.org/wiki/%D7%90%D7%99%D7%9E%D7%94%D7%95%D7%AA_%D7%91%D7%97%D7%96%D7%99%D7%AA; https://e.democrats.org.il/Democrats_OpenHouses/260416","50","פעילותה מציעה מדיניות חדשה סביב גיוס ושחיקה לאחר המלחמה, לא תפיסה רחבה של טראומת 7.10."
"איילת השחר סיידוף","דעות","חברה, כלכלה, רווחה ופריפריה","D-049","הצבת צמצום אי־שוויון חברתי־כלכלי כנושא מרכזי בזהות הפוליטית","unknown","לא נמצא מקור מספיק","0","לא נמצא מקור מספיק על צמצום אי־שוויון חברתי־כלכלי כנושא מרכזי."
"איילת השחר סיידוף","דעות","חברה, כלכלה, רווחה ופריפריה","D-050","תמיכה בהרחבת אחריות המדינה בתחומי דיור, חינוך, בריאות ורווחה","unknown","לא נמצא מקור מספיק","0","לא נמצא מקור מספיק על הרחבת אחריות המדינה בדיור, חינוך, בריאות ורווחה."
"איילת השחר סיידוף","דעות","חברה, כלכלה, רווחה ופריפריה","D-051","תמיכה בזכויות עובדים, עבודה מאורגנת והגנה על שכבות מוחלשות","unknown","לא נמצא מקור מספיק","0","לא נמצא מקור מספיק על זכויות עובדים ועבודה מאורגנת."
"איילת השחר סיידוף","דעות","חברה, כלכלה, רווחה ופריפריה","D-052","ראיית הפריפריה הגיאוגרפית והחברתית כשותפה אסטרטגית ולא כקהל יעד משני","unknown","לא נמצא מקור מספיק","0","לא נמצא מקור מספיק על הפריפריה כשותפה אסטרטגית."
"איילת השחר סיידוף","דעות","חברה, כלכלה, רווחה ופריפריה","D-053","תמיכה בהשקעה ארוכת טווח בנגב, בגליל, בעוטף ובערים מוחלשות","unknown","לא נמצא מקור מספיק","0","לא נמצא מקור מספיק על השקעה ארוכת טווח בנגב, גליל, עוטף וערים מוחלשות."
"איילת השחר סיידוף","דעות","חברה, כלכלה, רווחה ופריפריה","D-054","חיבור בין צדק חברתי לבין בניית מחנה פוליטי חדש ורחב יותר","unknown","לא נמצא מקור מספיק","0","לא נמצא מקור מספיק לחיבור צדק חברתי לבניית מחנה פוליטי רחב."
"איילת השחר סיידוף","דעות","סגנון פשרה, גבולות ויכולת הסכמה","D-055","נכונות לפשרות פוליטיות רחבות כדי לשקם את המדינה גם במחיר ויתור אידיאולוגי חלקי","unknown","לא נמצא מקור מספיק","0","לא נמצא מקור מספיק על נכונות לפשרות פוליטיות רחבות."
